Department,Department_Name,Division,Gender,Base_Salary,Overtime_Pay,Longevity_Pay,Grade
FIN,Finance - Treasury,Treasury - Wealth Management,M,213814.58,32084.66,11763.79,22
FIN,Finance - Treasury,Treasury - Corporate Finance,M,227034.81,0,10515.11,9
FIN,Finance - Finance,Finance - Corporate Finance,M,210808.82,54676.08,17979.36,N25
FIN,Finance - Finance,Finance - Financial Analysis,F,280024.84,9472.22,0,N23
FIN,Finance - Audit & Compliance,Audit & Compliance - Retail Banking,F,202612.94,0,14763.81,20
FIN,Finance - Investment Banking,Investment Banking - Tax,M,198283.56,67754.24,5884.65,M2
FIN,Finance - Risk Management,Risk Management - Corporate Finance,M,108697.9,0,0,M2
FIN,Finance - Audit & Compliance,Audit & Compliance - Retail Banking,M,151804.24,5366.72,0,N20
FIN,Finance - Finance,Finance - Financial Analysis,M,129555.07,0,0,22
FIN,Finance - Investment Banking,Investment Banking - Financial Analysis,F,161491.02,0,4230.96,8
FIN,Finance - Investment Banking,Investment Banking - Wealth Management,M,100002.23,0,0,16
FIN,Finance - Risk Management,Risk Management - Corporate Finance,F,199951.51,76136.01,0,N25
FIN,Finance - Investment Banking,Investment Banking - Financial Analysis,M,245717.02,0,0,N25
FIN,Finance - Risk Management,Risk Management - Tax,F,46386.16,42997.09,0,12
FIN,Finance - Investment Banking,Investment Banking - Tax,M,180484.67,0,0,9
FIN,Finance - Risk Management,Risk Management - Retail Banking,M,101095.64,0,732.99,N15
FIN,Finance - Investment Banking,Investment Banking - Tax,M,189330.4,46628.17,0,22
FIN,Finance - Treasury,Treasury - Corporate Finance,M,117241.92,0,4677.49,N15
FIN,Finance - Risk Management,Risk Management - Financial Analysis,M,140884.41,0,0,N15
FIN,Finance - Treasury,Treasury - Tax,F,110657.96,0,0,13
FIN,Finance - Finance,Finance - Retail Banking,F,99813.12,0,10929.86,7
FIN,Finance - Treasury,Treasury - Wealth Management,M,242249.56,10735.4,0,14
FIN,Finance - Finance,Finance - Tax,F,78326.34,0,15452.25,21
FIN,Finance - Audit & Compliance,Audit & Compliance - Corporate Finance,M,192060.56,0,18112.6,17
FIN,Finance - Risk Management,Risk Management - Corporate Finance,M,117641.49,57842.34,17310.91,EX1
FIN,Finance - Treasury,Treasury - Tax,M,140262.76,0,14869.38,14
FIN,Finance - Treasury,Treasury - Tax,M,114459.69,77957.24,0,N28
FIN,Finance - Investment Banking,Investment Banking - Retail Banking,M,168897.38,21718.49,0,7
FIN,Finance - Audit & Compliance,Audit & Compliance - Wealth Management,M,163765.56,61563.11,0,5
FIN,Finance - Treasury,Treasury - Retail Banking,F,230557.76,47642.29,0,N16
FIN,Finance - Audit & Compliance,Audit & Compliance - Corporate Finance,F,196250.91,3166.9,0,8
FIN,Finance - Audit & Compliance,Audit & Compliance - Wealth Management,M,54394.26,0,2319.36,17
FIN,Finance - Audit & Compliance,Audit & Compliance - Retail Banking,F,81922.15,55773.04,13154.11,23
FIN,Finance - Finance,Finance - Tax,F,106606.36,34253.52,0,12
FIN,Finance - Audit & Compliance,Audit & Compliance - Wealth Management,F,150587.9,70031.16,0,N16
FIN,Finance - Risk Management,Risk Management - Wealth Management,F,176496.31,54098.71,16439.06,N24
FIN,Finance - Investment Banking,Investment Banking - Corporate Finance,F,113744.65,0,13601.05,16
FIN,Finance - Finance,Finance - Financial Analysis,M,232718.04,0,0,M3
FIN,Finance - Finance,Finance - Tax,F,233391.77,49300.75,8244.21,11
FIN,Finance - Finance,Finance - Retail Banking,F,209941.38,0,0,EX1
FIN,Finance - Treasury,Treasury - Corporate Finance,M,141496.61,2546.52,16388.56,N27
FIN,Finance - Treasury,Treasury - Tax,F,160262.59,70396.74,19186.21,EX1
FIN,Finance - Risk Management,Risk Management - Tax,M,191027.03,0,19381.83,7
FIN,Finance - Risk Management,Risk Management - Financial Analysis,M,44770.92,0,5119.99,N25
FIN,Finance - Treasury,Treasury - Corporate Finance,F,140043.8,9005.81,0,N21
FIN,Finance - Investment Banking,Investment Banking - Financial Analysis,M,65766.62,4993,9034.8,N23
FIN,Finance - Treasury,Treasury - Wealth Management,F,182789.57,0,12981.22,22
FIN,Finance - Finance,Finance - Retail Banking,M,196916.67,0,0,16
FIN,Finance - Risk Management,Risk Management - Wealth Management,M,157775.97,0,2982.74,N23
FIN,Finance - Audit & Compliance,Audit & Compliance - Tax,M,188385.15,72515.09,0,18
FIN,Finance - Finance,Finance - Wealth Management,F,199408.13,54578.9,0,20
FIN,Finance - Investment Banking,Investment Banking - Tax,F,101304.47,0,17046.17,23
FIN,Finance - Risk Management,Risk Management - Tax,F,175287.21,0,0,N23
FIN,Finance - Investment Banking,Investment Banking - Tax,F,183209.88,77865,7340.14,13
FIN,Finance - Investment Banking,Investment Banking - Wealth Management,M,248417.78,0,0,N20
FIN,Finance - Investment Banking,Investment Banking - Financial Analysis,F,186163.34,4796.79,0,21
FIN,Finance - Audit & Compliance,Audit & Compliance - Wealth Management,M,165261.69,0,19190.5,N32
FIN,Finance - Finance,Finance - Corporate Finance,M,212638.52,0,0,N18
FIN,Finance - Treasury,Treasury - Corporate Finance,F,130456.36,0,0,23
FIN,Finance - Treasury,Treasury - Financial Analysis,M,276154.22,63787.45,10235.54,15
FIN,Finance - Risk Management,Risk Management - Corporate Finance,M,48633.48,54606.36,2750.1,N25
FIN,Finance - Audit & Compliance,Audit & Compliance - Financial Analysis,M,248496.97,68341.05,0,N25
FIN,Finance - Audit & Compliance,Audit & Compliance - Financial Analysis,M,141449.2,0,9303.76,23
FIN,Finance - Treasury,Treasury - Tax,M,146816.35,0,13178.46,21
FIN,Finance - Finance,Finance - Financial Analysis,M,182872.62,0,0,N20
FIN,Finance - Investment Banking,Investment Banking - Financial Analysis,M,84818.71,0,18177.96,20
FIN,Finance - Investment Banking,Investment Banking - Financial Analysis,M,109084.46,70371.05,3051.07,8
FIN,Finance - Treasury,Treasury - Financial Analysis,M,68819.78,0,0,23
FIN,Finance - Investment Banking,Investment Banking - Tax,M,91763.75,2004.75,18594.97,13
FIN,Finance - Treasury,Treasury - Corporate Finance,F,132680.14,0,0,N27
FIN,Finance - Risk Management,Risk Management - Wealth Management,F,139169.16,0,17094.01,12
FIN,Finance - Treasury,Treasury - Corporate Finance,F,125164.42,25529.87,5902.82,20
FIN,Finance - Risk Management,Risk Management - Financial Analysis,M,238080.7,57761.3,0,N20
FIN,Finance - Finance,Finance - Retail Banking,F,174945.01,0,0,6
FIN,Finance - Risk Management,Risk Management - Retail Banking,M,190080.88,0,10827.14,12
FIN,Finance - Investment Banking,Investment Banking - Retail Banking,F,234010.25,0,0,M1
FIN,Finance - Investment Banking,Investment Banking - Tax,M,125473.05,0,0,12
FIN,Finance - Risk Management,Risk Management - Financial Analysis,F,149584.77,0,0,M2
FIN,Finance - Risk Management,Risk Management - Retail Banking,F,224172.53,77857.11,0,N16
FIN,Finance - Risk Management,Risk Management - Financial Analysis,M,96560.63,0,17711.62,23
FIN,Finance - Finance,Finance - Corporate Finance,F,239031.63,0,0,10
FIN,Finance - Audit & Compliance,Audit & Compliance - Tax,M,142016.62,0,9073.48,M2
FIN,Finance - Treasury,Treasury - Corporate Finance,F,163598.96,36205.31,0,N26
FIN,Finance - Risk Management,Risk Management - Retail Banking,M,199877.44,0,0,M3
FIN,Finance - Investment Banking,Investment Banking - Retail Banking,F,177235.48,0,0,EX1
FIN,Finance - Risk Management,Risk Management - Corporate Finance,F,122393.06,54804.03,0,N25
FIN,Finance - Investment Banking,Investment Banking - Financial Analysis,F,225967.14,0,0,10
FIN,Finance - Investment Banking,Investment Banking - Wealth Management,F,237170.98,15688.62,12065.9,N16
FIN,Finance - Investment Banking,Investment Banking - Financial Analysis,F,150730.41,0,0,14
FIN,Finance - Risk Management,Risk Management - Corporate Finance,F,119184.48,0,0,20
FIN,Finance - Risk Management,Risk Management - Retail Banking,M,163804.65,59354.09,16853.42,N15
FIN,Finance - Investment Banking,Investment Banking - Tax,M,101194.68,0,504.81,N16
FIN,Finance - Finance,Finance - Tax,F,126125.22,0,0,9
FIN,Finance - Treasury,Treasury - Financial Analysis,F,105117.28,49450.22,0,N17
FIN,Finance - Investment Banking,Investment Banking - Retail Banking,M,194976.46,0,19308.67,10
FIN,Finance - Risk Management,Risk Management - Wealth Management,M,147789.95,53939.95,18215.12,N24
FIN,Finance - Risk Management,Risk Management - Financial Analysis,M,196374.05,0,15992.69,23
FIN,Finance - Investment Banking,Investment Banking - Corporate Finance,M,198043.69,0,885.74,N23
FIN,Finance - Risk Management,Risk Management - Wealth Management,M,118645.36,0,0,23
FIN,Finance - Audit & Compliance,Audit & Compliance - Corporate Finance,F,268353.96,11162.51,17674.05,23
FIN,Finance - Treasury,Treasury - Tax,F,135761.65,19659.2,0,14
FIN,Finance - Audit & Compliance,Audit & Compliance - Corporate Finance,F,143136.76,30534.85,13896.4,N20
FIN,Finance - Risk Management,Risk Management - Wealth Management,M,245158.54,32796.8,0,21
FIN,Finance - Finance,Finance - Corporate Finance,F,228984.73,0,0,20
FIN,Finance - Treasury,Treasury - Tax,F,199684.78,0,14120.71,16
FIN,Finance - Treasury,Treasury - Retail Banking,M,228068.68,8260.69,0,5
FIN,Finance - Investment Banking,Investment Banking - Wealth Management,M,146846.68,47351.87,0,19
FIN,Finance - Treasury,Treasury - Corporate Finance,M,177961.45,44067.71,0,9
FIN,Finance - Audit & Compliance,Audit & Compliance - Retail Banking,M,196069.93,0,8643.96,19
FIN,Finance - Treasury,Treasury - Wealth Management,M,189297.43,31564.86,0,N18
FIN,Finance - Audit & Compliance,Audit & Compliance - Retail Banking,F,182552.67,0,0,21
FIN,Finance - Finance,Finance - Tax,F,165708.35,0,0,N23
FIN,Finance - Audit & Compliance,Audit & Compliance - Wealth Management,M,178832.34,0,0,11
FIN,Finance - Audit & Compliance,Audit & Compliance - Retail Banking,F,165337.29,70913.3,0,14
FIN,Finance - Risk Management,Risk Management - Corporate Finance,M,180548.45,18448.16,14798.85,10
FIN,Finance - Investment Banking,Investment Banking - Wealth Management,M,103643.88,0,0,16
FIN,Finance - Treasury,Treasury - Retail Banking,F,193302.43,15554.19,0,16
FIN,Finance - Investment Banking,Investment Banking - Wealth Management,M,185744.29,66368.16,0,13
FIN,Finance - Treasury,Treasury - Financial Analysis,M,119915.5,27350.97,10558.39,22
FIN,Finance - Investment Banking,Investment Banking - Tax,F,180023.16,0,17647.23,N17
FIN,Finance - Investment Banking,Investment Banking - Financial Analysis,M,165366.24,55849.6,9227.08,N21
FIN,Finance - Treasury,Treasury - Wealth Management,M,103236.6,0,0,10
FIN,Finance - Treasury,Treasury - Tax,M,174650.25,0,3862.23,21
FIN,Finance - Investment Banking,Investment Banking - Tax,M,175941.1,10431.12,745.77,N25
FIN,Finance - Audit & Compliance,Audit & Compliance - Retail Banking,F,157700.65,0,0,14
FIN,Finance - Finance,Finance - Financial Analysis,F,140366.77,42703.29,3635.69,EX2
FIN,Finance - Finance,Finance - Financial Analysis,F,159980.93,0,0,N18
FIN,Finance - Finance,Finance - Wealth Management,M,162946.4,0,0,22
FIN,Finance - Risk Management,Risk Management - Retail Banking,F,136579.12,40268.4,7238.42,17
FIN,Finance - Treasury,Treasury - Wealth Management,M,223573.47,39575.38,0,17
FIN,Finance - Finance,Finance - Financial Analysis,M,254726.97,0,0,23
FIN,Finance - Audit & Compliance,Audit & Compliance - Wealth Management,M,85267.46,0,5948.28,9
FIN,Finance - Treasury,Treasury - Retail Banking,M,176978.2,0,0,10
FIN,Finance - Treasury,Treasury - Tax,F,167231.13,0,19896.24,N27
FIN,Finance - Risk Management,Risk Management - Financial Analysis,F,79022.48,0,0,20
FIN,Finance - Finance,Finance - Wealth Management,F,175401.15,18630.91,3078.01,N28
FIN,Finance - Risk Management,Risk Management - Wealth Management,M,47081.65,0,14597.56,12
FIN,Finance - Finance,Finance - Financial Analysis,F,118046.01,58352.66,0,19
FIN,Finance - Risk Management,Risk Management - Tax,M,187188.46,0,14129.89,18
FIN,Finance - Finance,Finance - Retail Banking,M,234665.95,0,0,17
FIN,Finance - Finance,Finance - Corporate Finance,F,150130.06,0,19531.08,N23
FIN,Finance - Finance,Finance - Wealth Management,M,129568.72,0,0,20
FIN,Finance - Risk Management,Risk Management - Corporate Finance,F,134615.33,0,17772.1,N20
FIN,Finance - Investment Banking,Investment Banking - Corporate Finance,F,187132.94,0,5403.86,13
FIN,Finance - Audit & Compliance,Audit & Compliance - Tax,M,205759.16,41353.13,4084.31,21
FIN,Finance - Treasury,Treasury - Tax,F,116814.97,0,0,M2
FIN,Finance - Finance,Finance - Corporate Finance,M,227535.66,0,0,20
FIN,Finance - Investment Banking,Investment Banking - Tax,M,199981.67,47896.52,0,21
FIN,Finance - Treasury,Treasury - Wealth Management,F,159811.16,0,3437.53,M2
FIN,Finance - Investment Banking,Investment Banking - Wealth Management,F,146390.07,39386.16,0,N32
FIN,Finance - Investment Banking,Investment Banking - Retail Banking,F,194018.72,0,12800.85,N15
FIN,Finance - Treasury,Treasury - Wealth Management,M,153624.6,0,3993.82,18
FIN,Finance - Audit & Compliance,Audit & Compliance - Tax,F,200116.46,0,0,N21
FIN,Finance - Risk Management,Risk Management - Financial Analysis,F,215534.56,0,0,N20
FIN,Finance - Audit & Compliance,Audit & Compliance - Tax,M,146538.14,13780.93,0,20
FIN,Finance - Investment Banking,Investment Banking - Financial Analysis,M,130332.73,0,19594.86,11
FIN,Finance - Treasury,Treasury - Retail Banking,F,235625.61,0,8276.52,N21
FIN,Finance - Audit & Compliance,Audit & Compliance - Retail Banking,F,225580.65,54370.09,7313.98,M1
FIN,Finance - Audit & Compliance,Audit & Compliance - Retail Banking,F,206249.82,0,9668.51,EX1
FIN,Finance - Investment Banking,Investment Banking - Corporate Finance,M,167658.65,0,0,7
FIN,Finance - Audit & Compliance,Audit & Compliance - Tax,M,56590.99,0,7755.05,5
FIN,Finance - Risk Management,Risk Management - Retail Banking,M,196730.86,0,9431.15,M3
FIN,Finance - Risk Management,Risk Management - Corporate Finance,F,185122.72,0,18518.98,5
FIN,Finance - Investment Banking,Investment Banking - Retail Banking,M,126022.7,0,0,N17
FIN,Finance - Treasury,Treasury - Tax,M,280748.24,40452.53,0,N26
FIN,Finance - Treasury,Treasury - Corporate Finance,F,130791.83,0,0,M3
FIN,Finance - Treasury,Treasury - Corporate Finance,F,153993.39,64813.73,0,14
FIN,Finance - Risk Management,Risk Management - Wealth Management,M,146638.7,0,11311.71,13
FIN,Finance - Finance,Finance - Corporate Finance,F,138570.5,0,0,16
FIN,Finance - Treasury,Treasury - Wealth Management,F,154481.01,46916.73,9379.02,N16
FIN,Finance - Investment Banking,Investment Banking - Tax,F,157352.44,0,10349.47,12
FIN,Finance - Investment Banking,Investment Banking - Wealth Management,F,113836.61,0,1758.12,N16
FIN,Finance - Investment Banking,Investment Banking - Financial Analysis,M,122465.29,26377.52,14541.77,N18
FIN,Finance - Risk Management,Risk Management - Tax,M,57130.06,0,12490.36,N18
FIN,Finance - Risk Management,Risk Management - Financial Analysis,F,92540.51,15450.66,13520.19,16
FIN,Finance - Investment Banking,Investment Banking - Wealth Management,F,168409.14,0,0,12
FIN,Finance - Audit & Compliance,Audit & Compliance - Financial Analysis,M,160788.7,50386.74,0,N25
FIN,Finance - Audit & Compliance,Audit & Compliance - Tax,M,201850.45,0,14811.7,N26
FIN,Finance - Audit & Compliance,Audit & Compliance - Financial Analysis,F,188730.06,0,0,12
FIN,Finance - Finance,Finance - Financial Analysis,M,130597.52,0,0,EX2
FIN,Finance - Treasury,Treasury - Retail Banking,M,198840.14,0,0,EX2
FIN,Finance - Investment Banking,Investment Banking - Financial Analysis,M,114774.24,0,9482.98,12
FIN,Finance - Finance,Finance - Financial Analysis,F,90394.48,47464.92,0,EX1
FIN,Finance - Investment Banking,Investment Banking - Tax,M,71259.77,0,0,9
FIN,Finance - Risk Management,Risk Management - Corporate Finance,M,195691.27,0,15874.13,N18
FIN,Finance - Risk Management,Risk Management - Retail Banking,M,125549.24,17186.48,0,N21
FIN,Finance - Treasury,Treasury - Financial Analysis,M,235268.91,64426.69,0,17
FIN,Finance - Treasury,Treasury - Corporate Finance,M,237839.46,0,0,M3
FIN,Finance - Audit & Compliance,Audit & Compliance - Tax,F,263097.97,61943.48,3330.01,N16
FIN,Finance - Treasury,Treasury - Tax,M,174670.21,0,0,N27
FIN,Finance - Treasury,Treasury - Wealth Management,F,144135.18,0,0,N24
FIN,Finance - Audit & Compliance,Audit & Compliance - Financial Analysis,F,67110.08,0,0,N20
FIN,Finance - Treasury,Treasury - Wealth Management,F,130556.11,0,0,12
FIN,Finance - Audit & Compliance,Audit & Compliance - Tax,M,75864.29,16644.11,17227.99,18
FIN,Finance - Audit & Compliance,Audit & Compliance - Corporate Finance,M,195927.88,0,11913.54,7
FIN,Finance - Treasury,Treasury - Retail Banking,F,186625.57,31620.61,7285.07,16
FIN,Finance - Risk Management,Risk Management - Retail Banking,M,189116.71,23749.12,0,17
FIN,Finance - Investment Banking,Investment Banking - Financial Analysis,F,56298.05,10530.48,10627.21,N24
FIN,Finance - Treasury,Treasury - Retail Banking,M,169265.31,0,18702.07,18
FIN,Finance - Treasury,Treasury - Wealth Management,M,175737.23,0,0,N16
FIN,Finance - Audit & Compliance,Audit & Compliance - Wealth Management,F,219112.13,36437.48,0,22
FIN,Finance - Risk Management,Risk Management - Tax,F,189871.86,74009.76,2376.72,N23
FIN,Finance - Treasury,Treasury - Corporate Finance,M,158589.24,25912.34,0,10
FIN,Finance - Audit & Compliance,Audit & Compliance - Corporate Finance,M,152602.86,31940.66,17288.24,13
FIN,Finance - Finance,Finance - Corporate Finance,M,169478.49,13071.06,905.7,18
FIN,Finance - Treasury,Treasury - Financial Analysis,M,108492.64,0,1050.84,10
FIN,Finance - Investment Banking,Investment Banking - Corporate Finance,M,263644.91,0,0,N15
FIN,Finance - Risk Management,Risk Management - Tax,M,218108.39,47749.37,0,10
FIN,Finance - Finance,Finance - Financial Analysis,M,151809.53,14120.3,0,12
FIN,Finance - Treasury,Treasury - Corporate Finance,F,203942.54,0,6718.22,EX1
FIN,Finance - Treasury,Treasury - Wealth Management,F,217537.94,0,0,N25
FIN,Finance - Treasury,Treasury - Retail Banking,M,207190.49,0,11615.43,EX1
FIN,Finance - Audit & Compliance,Audit & Compliance - Wealth Management,M,187270.76,0,0,M2
FIN,Finance - Finance,Finance - Wealth Management,M,100806.07,0,2075.3,M1
FIN,Finance - Finance,Finance - Corporate Finance,F,142168.21,0,0,N18
FIN,Finance - Treasury,Treasury - Wealth Management,M,186384.49,0,0,16
FIN,Finance - Audit & Compliance,Audit & Compliance - Wealth Management,F,192505.19,0,0,N20
FIN,Finance - Risk Management,Risk Management - Tax,F,163012.13,41436.89,19838.18,17
FIN,Finance - Audit & Compliance,Audit & Compliance - Retail Banking,F,239616.12,0,0,19
FIN,Finance - Investment Banking,Investment Banking - Corporate Finance,F,137787.53,0,0,EX1
FIN,Finance - Finance,Finance - Corporate Finance,M,188013.07,0,15739.35,10
FIN,Finance - Finance,Finance - Wealth Management,M,191815.08,0,11052.52,23
FIN,Finance - Investment Banking,Investment Banking - Wealth Management,M,166965.93,0,2973.92,11
FIN,Finance - Investment Banking,Investment Banking - Financial Analysis,F,128061.96,0,10796.36,20
FIN,Finance - Finance,Finance - Tax,F,121990.43,25645.24,0,6
FIN,Finance - Audit & Compliance,Audit & Compliance - Corporate Finance,M,164711.75,0,20114.82,12
FIN,Finance - Investment Banking,Investment Banking - Wealth Management,F,220671.25,0,7576.63,N24
FIN,Finance - Risk Management,Risk Management - Tax,F,207454.74,0,0,10
FIN,Finance - Investment Banking,Investment Banking - Tax,F,71117.94,70983.87,0,N32
FIN,Finance - Risk Management,Risk Management - Wealth Management,F,219855.62,0,0,19
FIN,Finance - Finance,Finance - Corporate Finance,M,143591.62,0,15431.96,9
FIN,Finance - Finance,Finance - Tax,F,266746.15,49166.61,1904.79,14
FIN,Finance - Treasury,Treasury - Corporate Finance,F,135782.71,74956.97,11900.73,N18
FIN,Finance - Risk Management,Risk Management - Retail Banking,M,105573.01,12004.5,0,9
FIN,Finance - Finance,Finance - Tax,F,249569.01,0,0,7
FIN,Finance - Finance,Finance - Wealth Management,F,174139.42,0,0,6
FIN,Finance - Treasury,Treasury - Corporate Finance,M,234277.89,0,0,14
FIN,Finance - Risk Management,Risk Management - Retail Banking,F,248029.51,43042.08,0,14
FIN,Finance - Audit & Compliance,Audit & Compliance - Corporate Finance,M,188246.64,38761.28,0,14
FIN,Finance - Investment Banking,Investment Banking - Retail Banking,M,71556.18,50818.24,10550.97,N32
FIN,Finance - Treasury,Treasury - Retail Banking,F,209281.33,50929.18,0,8
FIN,Finance - Treasury,Treasury - Financial Analysis,M,187505.22,25801.27,11515.42,10
FIN,Finance - Investment Banking,Investment Banking - Wealth Management,F,148178.54,0,0,21
FIN,Finance - Risk Management,Risk Management - Wealth Management,F,132755.72,22037.28,0,N18
FIN,Finance - Risk Management,Risk Management - Corporate Finance,M,179493.87,0,0,12
FIN,Finance - Treasury,Treasury - Wealth Management,M,117976.27,14904.96,0,13
FIN,Finance - Risk Management,Risk Management - Tax,M,139345.24,0,0,8
FIN,Finance - Audit & Compliance,Audit & Compliance - Financial Analysis,F,214285.17,0,15112.29,7
FIN,Finance - Finance,Finance - Retail Banking,M,229466.04,70079.18,0,7
FIN,Finance - Risk Management,Risk Management - Wealth Management,F,127583.14,0,0,N27
FIN,Finance - Risk Management,Risk Management - Wealth Management,F,140508.55,0,16123.15,N27
FIN,Finance - Audit & Compliance,Audit & Compliance - Corporate Finance,M,131967.51,0,0,16
FIN,Finance - Risk Management,Risk Management - Financial Analysis,M,200585.6,0,18853.61,7
FIN,Finance - Investment Banking,Investment Banking - Wealth Management,F,64484.8,39949.45,0,17
FIN,Finance - Risk Management,Risk Management - Financial Analysis,M,126744.45,0,5812.62,18
FIN,Finance - Finance,Finance - Wealth Management,F,152956.69,0,0,N20
FIN,Finance - Risk Management,Risk Management - Retail Banking,F,146458.79,0,5539.75,N20
FIN,Finance - Risk Management,Risk Management - Wealth Management,F,184092.71,0,6363.3,9
FIN,Finance - Treasury,Treasury - Retail Banking,F,123506.55,0,0,20
FIN,Finance - Treasury,Treasury - Corporate Finance,F,136005.66,0,2078.15,N20
FIN,Finance - Audit & Compliance,Audit & Compliance - Tax,F,215527.35,0,0,N20
FIN,Finance - Audit & Compliance,Audit & Compliance - Financial Analysis,F,153275.31,41205.86,0,22
FIN,Finance - Finance,Finance - Tax,F,251642.58,0,0,7
FIN,Finance - Audit & Compliance,Audit & Compliance - Financial Analysis,M,131750.72,0,0,12
FIN,Finance - Treasury,Treasury - Retail Banking,F,199714.33,28432.8,7419.91,15
FIN,Finance - Finance,Finance - Corporate Finance,F,173167.01,64498.91,13327.36,N17
FIN,Finance - Audit & Compliance,Audit & Compliance - Retail Banking,M,231487.19,0,4106.41,21
FIN,Finance - Risk Management,Risk Management - Retail Banking,F,236963.88,30480.4,0,N17
FIN,Finance - Treasury,Treasury - Corporate Finance,M,121902.5,0,0,6
FIN,Finance - Risk Management,Risk Management - Financial Analysis,F,171343.08,0,0,N16
FIN,Finance - Risk Management,Risk Management - Wealth Management,F,230234.82,32000.72,11592.31,5
FIN,Finance - Investment Banking,Investment Banking - Financial Analysis,M,209977.76,0,17398.11,N17
FIN,Finance - Risk Management,Risk Management - Corporate Finance,F,195925.04,6016.93,0,6
FIN,Finance - Treasury,Treasury - Retail Banking,F,158624.84,0,0,17
FIN,Finance - Audit & Compliance,Audit & Compliance - Retail Banking,F,193642.32,0,0,N28
FIN,Finance - Finance,Finance - Wealth Management,M,271256.04,0,0,11
FIN,Finance - Audit & Compliance,Audit & Compliance - Wealth Management,M,161135.81,0,0,N32
FIN,Finance - Finance,Finance - Wealth Management,F,149559.31,1235.58,0,EX2
FIN,Finance - Risk Management,Risk Management - Retail Banking,M,136618.82,0,3805.75,M3
FIN,Finance - Finance,Finance - Tax,F,119455.67,0,13771.21,11
FIN,Finance - Treasury,Treasury - Tax,M,179046.42,42446.14,0,9
FIN,Finance - Investment Banking,Investment Banking - Corporate Finance,M,251790.24,0,17197.62,M1
FIN,Finance - Investment Banking,Investment Banking - Tax,F,243090.8,0,0,21
FIN,Finance - Treasury,Treasury - Tax,F,125425.03,57361.33,2566.56,18
FIN,Finance - Audit & Compliance,Audit & Compliance - Tax,M,179487.83,0,3484.97,N28
FIN,Finance - Risk Management,Risk Management - Financial Analysis,M,130203.14,0,0,21
FIN,Finance - Finance,Finance - Retail Banking,F,188371.72,0,9551.77,13
FIN,Finance - Risk Management,Risk Management - Tax,F,134692.52,0,14841.62,N25
FIN,Finance - Audit & Compliance,Audit & Compliance - Wealth Management,F,185907.03,0,7890.12,7
FIN,Finance - Audit & Compliance,Audit & Compliance - Retail Banking,M,213176.01,0,0,21
FIN,Finance - Audit & Compliance,Audit & Compliance - Tax,F,184739.14,56978.76,16955.93,9
FIN,Finance - Finance,Finance - Retail Banking,M,254630.73,41574.81,0,16
FIN,Finance - Finance,Finance - Tax,F,161336.86,48915.43,3670.75,N23
FIN,Finance - Risk Management,Risk Management - Tax,F,89082.34,0,0,15
FIN,Finance - Audit & Compliance,Audit & Compliance - Retail Banking,M,197764.62,0,6875.53,N17
FIN,Finance - Treasury,Treasury - Retail Banking,F,161446.26,0,7570.66,N26
FIN,Finance - Investment Banking,Investment Banking - Financial Analysis,M,124969.22,2164.1,0,18
FIN,Finance - Finance,Finance - Wealth Management,M,117000.95,28163.51,0,22
FIN,Finance - Audit & Compliance,Audit & Compliance - Tax,M,154983.84,0,0,23
FIN,Finance - Finance,Finance - Wealth Management,M,199987.47,0,0,N20
FIN,Finance - Finance,Finance - Retail Banking,F,166600.48,0,0,19
FIN,Finance - Audit & Compliance,Audit & Compliance - Corporate Finance,M,128884.28,0,0,N16
FIN,Finance - Finance,Finance - Retail Banking,F,221453.96,0,17743.29,6
FIN,Finance - Finance,Finance - Financial Analysis,F,145785.38,0,5489.63,N27
FIN,Finance - Investment Banking,Investment Banking - Tax,F,172149.16,11148.33,0,EX2
FIN,Finance - Risk Management,Risk Management - Financial Analysis,F,206018.16,0,4943.56,22
FIN,Finance - Finance,Finance - Tax,M,149191.72,0,5284.65,17
FIN,Finance - Audit & Compliance,Audit & Compliance - Corporate Finance,F,207007.95,3990.42,0,9
FIN,Finance - Investment Banking,Investment Banking - Financial Analysis,M,127991.44,68805.53,0,N18
FIN,Finance - Risk Management,Risk Management - Wealth Management,M,223048.5,0,3766.96,EX2
FIN,Finance - Audit & Compliance,Audit & Compliance - Tax,F,87648.34,0,0,7
FIN,Finance - Risk Management,Risk Management - Wealth Management,F,156457.34,79564.8,0,N32
FIN,Finance - Investment Banking,Investment Banking - Retail Banking,M,239566.11,64164.35,0,23
FIN,Finance - Investment Banking,Investment Banking - Wealth Management,F,118314.4,0,10544.77,6
FIN,Finance - Treasury,Treasury - Wealth Management,M,271814.69,42790.48,0,16
FIN,Finance - Investment Banking,Investment Banking - Tax,F,174163.22,0,13191.7,6
FIN,Finance - Treasury,Treasury - Corporate Finance,F,227850.26,0,0,18
FIN,Finance - Investment Banking,Investment Banking - Tax,F,123444.97,0,0,23
FIN,Finance - Treasury,Treasury - Wealth Management,M,186510.44,0,3284.45,N21
FIN,Finance - Risk Management,Risk Management - Financial Analysis,F,141694.93,0,18586.72,17
FIN,Finance - Risk Management,Risk Management - Retail Banking,F,135215.5,30956.56,0,N27
FIN,Finance - Risk Management,Risk Management - Tax,M,222198,0,0,8
FIN,Finance - Audit & Compliance,Audit & Compliance - Wealth Management,M,152816.83,16374.99,0,15
FIN,Finance - Risk Management,Risk Management - Tax,F,114031.65,36346.84,11475.56,22
